1,-3.029427130448562,53.831833834617846,hospital
2,-3.0462609851274456,53.86010887345913,hospital
4,-3.018559693882211,53.81546982107936,hospital
5,-3.0331292350833006,53.8052533294672,hospital
6,-3.014610163672248,53.80438441891883,hospital
7,-3.011295960250634,53.80677933635888,hospital
7,-3.0492225341189165,53.826412824395746,hospital
8,-3.037296957378458,53.85566284518703,hospital
9,-3.0026015655394103,53.80396759092942,hospital
9,-3.0395835285074586,53.824074883095136,hospital
10,-3.023117605397217,53.82351674024228,hospital
11,-3.014610163672248,53.80438441891883,hospital
11,-3.033910961817112,53.855564467574816,hospital
11,-3.032989479118245,53.86615176251791,hospital
11,-3.0271633169409085,53.83020811271589,hospital
12,-3.0360342767129094,53.80062318530364,hospital
13,-3.0284348538091375,53.847868664825135,hospital
14,-3.043215276786836,53.84739368496172,hospital
14,-3.044352207387217,53.849265957249635,hospital
14,-3.032711331733253,53.81293001645225,hospital
15,-3.001615218727013,53.80342516173735,hospital
16,-3.0333117278838087,53.84777423484147,hospital
17,-3.0413780520985676,53.8383567658526,hospital
