-19,-2.728287348,53.32617192,house
-19,-2.728167691,53.37406007,house
-18,-2.731310655,53.37782052,house
-18,-2.728287348,53.32617192,house
-17,-2.777107987,53.35223755,house
-17,-2.729523199,53.36277095,house
-16,-2.672249855,53.32579145,house
-16,-2.682897745,53.32772703,house
-15,-2.672736087,53.31752367,house
-15,-2.675896604,53.32016999,house
-14,-2.722073188,53.31942689,house
-14,-2.728167691,53.37406007,house
-13,-2.683098934,53.31899396,house
-13,-2.73028628,53.34286611,house
-12,-2.74455108,53.36792601,house
-12,-2.675896604,53.32016999,house
-11,-2.683098934,53.31899396,house
-11,-2.702818215,53.3251136,house
-10,-2.705936433,53.31862078,house
-10,-2.728231614,53.36210045,house
-16,-2.727319722,53.37346702,traffic
-16,-2.729523199,53.36277095,house
-16,-2.728287348,53.32617192,house
-14,-2.728287348,53.32617192,traffic
-14,-2.720933683,53.37633722,office
-14,-2.712751095,53.31856375,office
-13,-2.681342287,53.31837289,office
-13,-2.726142869,53.34240932,office
-13,-2.728287348,53.32617192,office
-12,-2.731310655,53.37782052,office
-12,-2.72705304,53.37830362,office
-12,-2.74455108,53.36792601,office
-12,-2.72968159,53.3412851,office
-12,-2.697086125,53.31645117,office
-12,-2.694438158,53.31524224,office
-11,-2.673994638,53.32448674,traffic
-11,-2.682939144,53.32355917,office
-11,-2.724903833,53.37200982,office
-11,-2.728167691,53.37406007,office
-11,-2.746447606,53.36784175,office
-11,-2.773525349,53.35218428,office
-11,-2.707526896,53.31949372,office
-11,-2.701494839,53.31797946,office
-11,-2.706138343,53.31835932,office
-11,-2.706138343,53.31835932,office
-11,-2.694438158,53.31524224,office
-11,-2.724056144,53.32350133,office
-11,-2.723541278,53.32341541,office
-11,-2.721444454,53.3231421,office
-11,-2.726142869,53.34240932,house
-11,-2.712751095,53.31856375,house
-10,-2.751335092,53.36627224,traffic
-10,-2.75749579,53.36377297,traffic
-10,-2.69146512,53.31331539,traffic
-10,-2.675896604,53.32016999,office
-10,-2.717382986,53.36718723,office
-10,-2.727319722,53.37346702,office
-10,-2.728231614,53.36210045,office
-10,-2.756943031,53.36556371,office
-10,-2.7758679,53.35244683,office
-10,-2.773525349,53.35218428,office
-10,-2.705936433,53.31862078,office
-10,-2.695596116,53.31627307,office
-10,-2.723541278,53.32341541,office
-10,-2.722294854,53.32446163,office
-10,-2.724903833,53.37200982,house
-10,-2.712751095,53.31856375,house
-9,-2.728231614,53.36210045,traffic
-9,-2.767131964,53.35369228,traffic
-9,-2.687243055,53.32718435,traffic
-9,-2.672409697,53.3179673,traffic
-9,-2.727234412,53.32114687,traffic
-9,-2.682897745,53.32772703,office
-9,-2.682897745,53.32772703,office
-9,-2.722427873,53.37734296,office
-9,-2.724056122,53.37115558,office
-9,-2.731310655,53.37782052,office
-9,-2.727763747,53.37599017,office
-9,-2.74455108,53.36792601,office
-9,-2.777107987,53.35223755,office
-9,-2.727023533,53.34257952,office
-9,-2.712059876,53.31857747,office
-9,-2.700138385,53.31705463,office
-9,-2.721444454,53.3231421,office
-9,-2.773525349,53.35218428,house
-8,-2.723353383,53.3768173,traffic
-8,-2.697086125,53.31645117,traffic
-8,-2.672736087,53.31752367,office
-8,-2.720933683,53.37633722,office
-8,-2.721887819,53.37283006,office
-8,-2.75629014,53.36645453,office
-8,-2.7758679,53.35244683,office
-8,-2.72968159,53.3412851,office
-8,-2.72968159,53.3412851,office
-8,-2.712751095,53.31856375,office
-8,-2.707526896,53.31949372,office
-8,-2.707526896,53.31949372,office
-8,-2.701494839,53.31797946,office
-8,-2.703348456,53.31839158,office
-8,-2.710672516,53.31876015,office
-8,-2.695596116,53.31627307,office
-8,-2.727234412,53.32114687,office
-8,-2.724056144,53.32350133,office
-8,-2.722294854,53.32446163,office
-8,-2.73116831,53.32790895,office
-7,-2.722294854,53.32446163,hospital
-7,-2.67952134,53.32058451,office
-7,-2.672736087,53.31752367,office
-7,-2.673994638,53.32448674,office
-7,-2.720933683,53.37633722,office
-7,-2.727319722,53.37346702,office
-7,-2.731310655,53.37782052,office
-7,-2.727763747,53.37599017,office
-7,-2.727763747,53.37599017,office
-7,-2.728231614,53.36210045,office
-7,-2.729523199,53.36277095,office
-7,-2.75629014,53.36645453,office
-7,-2.75749579,53.36377297,office
-7,-2.75749579,53.36377297,office
-7,-2.773525349,53.35218428,office
-7,-2.775980218,53.34844246,office
-7,-2.799137058,53.35473573,office
-7,-2.73028628,53.34286611,office
-7,-2.693580435,53.32111049,office
-7,-2.703005329,53.3208227,office
-7,-2.702818215,53.3251136,office
-7,-2.706625061,53.32009853,office
-7,-2.712751095,53.31856375,office
-7,-2.707526896,53.31949372,office
-7,-2.703348456,53.31839158,office
-7,-2.703348456,53.31839158,office
-7,-2.695596116,53.31627307,office
-7,-2.694438158,53.31524224,office
-7,-2.727234412,53.32114687,office
-7,-2.723541278,53.32341541,office
-7,-2.722073188,53.31942689,office
-7,-2.721444454,53.3231421,office
-7,-2.724056122,53.37115558,house
-7,-2.701494839,53.31797946,house
-6,-2.731687138,53.37790611,traffic
-6,-2.692496781,53.32618884,office
-6,-2.686179812,53.32405565,office
-6,-2.675896604,53.32016999,office
-6,-2.720933683,53.37633722,office
-6,-2.719739057,53.3746035,office
-6,-2.719739057,53.3746035,office
-6,-2.721887819,53.37283006,office
-6,-2.720138607,53.37145478,office
-6,-2.728231614,53.36210045,office
-6,-2.745074513,53.36693259,office
-6,-2.757549137,53.36536797,office
